symbol,time,open,high,low,close,volume
NIFTY50,2025-10-13 06:25:00+00:00,23269.42,23296.94,23238.22,23279.85,102576
NIFTY50,2025-10-13 06:30:00+00:00,23352.03,23357.86,23333.4,23371.31,79203
NIFTY50,2025-10-13 06:35:00+00:00,23293.64,23396.94,23292.79,23262.18,110292
NIFTY50,2025-10-13 06:40:00+00:00,23267.47,23332.16,23265.09,23293.78,196989
NIFTY50,2025-10-13 06:45:00+00:00,23238.19,23300.14,23195.9,23245.95,181369
NIFTY50,2025-10-13 06:50:00+00:00,23229.75,23250.7,23227.45,23278.62,188123
NIFTY50,2025-10-13 06:55:00+00:00,23167.46,23219.22,23163.71,23167.55,132141
NIFTY50,2025-10-13 07:00:00+00:00,23099.31,23107.35,23073.56,23138.41,66930
NIFTY50,2025-10-13 07:05:00+00:00,23061.47,23081.06,23051.79,23023.91,123502
NIFTY50,2025-10-13 07:10:00+00:00,23088.53,23149.22,23048.59,23080.98,66910
NIFTY50,2025-10-13 07:15:00+00:00,23114.99,23179.54,23107.73,23103.09,71273
NIFTY50,2025-10-13 07:20:00+00:00,23106.97,23148.47,23085.85,23092.29,55986
NIFTY50,2025-10-13 07:25:00+00:00,23049.51,23056.1,23046.54,23022.55,92097
NIFTY50,2025-10-13 07:30:00+00:00,23079.2,23098.67,23045.15,23051.16,54060
NIFTY50,2025-10-13 07:35:00+00:00,23133.16,23159.92,23090.91,23108.49,135013
NIFTY50,2025-10-13 07:40:00+00:00,23114.78,23133.76,23092.14,23138.53,166169
NIFTY50,2025-10-13 07:45:00+00:00,23098.05,23134.88,23082.07,23078.71,161369
NIFTY50,2025-10-13 07:50:00+00:00,23233.38,23238.15,23201.58,23237.66,186218
NIFTY50,2025-10-13 07:55:00+00:00,23188.02,23217.33,23158.51,23217.55,92279
NIFTY50,2025-10-13 08:00:00+00:00,23210.45,23224.51,23146.17,23235.1,149985
NIFTY50,2025-10-13 08:05:00+00:00,23189.13,23254.43,23129.06,23198.05,156775
NIFTY50,2025-10-13 08:10:00+00:00,23239.53,23293.57,23219.68,23224.13,79247
NIFTY50,2025-10-13 08:15:00+00:00,23235.5,23252.55,23166.26,23238.29,190234
NIFTY50,2025-10-13 08:20:00+00:00,23208.71,23236.06,23203.56,23209.83,151029
NIFTY50,2025-10-13 08:25:00+00:00,23291.79,23378.02,23223.29,23289.01,128856
NIFTY50,2025-10-13 08:30:00+00:00,23297.63,23440.43,23254.87,23283.02,98833
NIFTY50,2025-10-13 08:35:00+00:00,23321.42,23336.76,23233.74,23337.18,161255
NIFTY50,2025-10-13 08:40:00+00:00,23368.83,23385.0,23322.9,23343.95,86165
NIFTY50,2025-10-13 08:45:00+00:00,23321.53,23343.28,23255.21,23298.94,80878
NIFTY50,2025-10-13 08:50:00+00:00,23246.22,23285.24,23231.95,23312.41,115858
NIFTY50,2025-10-13 08:55:00+00:00,23323.02,23361.96,23219.35,23339.2,163755
NIFTY50,2025-10-13 09:00:00+00:00,23329.68,23455.83,23304.16,23315.54,117031
NIFTY50,2025-10-13 09:05:00+00:00,23381.27,23386.37,23341.97,23406.9,117861
NIFTY50,2025-10-13 09:10:00+00:00,23388.17,23413.43,23345.8,23401.87,104517
NIFTY50,2025-10-13 09:15:00+00:00,23361.41,23370.84,23279.75,23361.7,149776
NIFTY50,2025-10-13 09:20:00+00:00,23370.1,23447.05,23345.87,23316.4,94068
NIFTY50,2025-10-13 09:25:00+00:00,23404.75,23413.66,23305.56,23399.42,80207
NIFTY50,2025-10-13 09:30:00+00:00,23421.81,23478.18,23416.71,23412.94,66659
NIFTY50,2025-10-13 09:35:00+00:00,23388.75,23470.93,23263.87,23411.13,190414
NIFTY50,2025-10-13 09:40:00+00:00,23486.96,23509.47,23441.16,23479.88,192540
NIFTY50,2025-10-13 09:45:00+00:00,23517.0,23545.67,23435.66,23535.19,116101
NIFTY50,2025-10-13 09:50:00+00:00,23551.42,23593.31,23529.4,23544.94,170050
NIFTY50,2025-10-13 09:55:00+00:00,23549.09,23552.93,23534.63,23551.04,127871
NIFTY50,2025-10-13 10:00:00+00:00,23531.58,23621.17,23516.45,23563.03,102257
NIFTY50,2025-10-14 03:45:00+00:00,23571.97,23680.96,23536.03,23571.54,96045
NIFTY50,2025-10-14 03:50:00+00:00,23542.43,23649.04,23531.26,23550.93,54724
NIFTY50,2025-10-14 03:55:00+00:00,23597.1,23624.56,23567.94,23565.22,91656
NIFTY50,2025-10-14 04:00:00+00:00,23604.33,23612.17,23551.49,23603.96,73700
NIFTY50,2025-10-14 04:05:00+00:00,23633.0,23704.68,23619.54,23626.55,182127
NIFTY50,2025-10-14 04:10:00+00:00,23668.17,23734.43,23594.57,23675.99,105742
NIFTY50,2025-10-14 04:15:00+00:00,23576.33,23577.82,23557.19,23591.94,120979
NIFTY50,2025-10-14 04:20:00+00:00,23545.37,23567.45,23505.29,23565.4,194982
NIFTY50,2025-10-14 04:25:00+00:00,23555.23,23647.87,23505.77,23579.72,123148
NIFTY50,2025-10-14 04:30:00+00:00,23627.96,23646.1,23615.91,23612.49,174139
NIFTY50,2025-10-14 04:35:00+00:00,23712.85,23734.21,23673.81,23740.29,139140
NIFTY50,2025-10-14 04:40:00+00:00,23819.23,23925.91,23779.28,23775.87,176186
NIFTY50,2025-10-14 04:45:00+00:00,23795.68,23832.34,23760.44,23776.6,184710
NIFTY50,2025-10-14 04:50:00+00:00,23755.37,23800.71,23668.05,23765.35,85446
NIFTY50,2025-10-14 04:55:00+00:00,23741.79,23777.8,23719.61,23744.67,50160
NIFTY50,2025-10-14 05:00:00+00:00,23737.51,23744.77,23720.25,23745.98,99119
NIFTY50,2025-10-14 05:05:00+00:00,23749.22,23752.41,23732.09,23787.95,128624
NIFTY50,2025-10-14 05:10:00+00:00,23748.02,23790.72,23698.24,23754.82,123623
NIFTY50,2025-10-14 05:15:00+00:00,23752.23,23755.47,23744.64,23725.12,86729
NIFTY50,2025-10-14 05:20:00+00:00,23674.78,23681.84,23665.55,23665.66,86823
NIFTY50,2025-10-14 05:25:00+00:00,23591.76,23607.75,23509.76,23545.05,189671
NIFTY50,2025-10-14 05:30:00+00:00,23602.15,23607.47,23550.63,23619.38,86493
NIFTY50,2025-10-14 05:35:00+00:00,23598.04,23610.56,23575.91,23599.0,126710
NIFTY50,2025-10-14 05:40:00+00:00,23646.25,23711.56,23585.95,23643.55,166879
NIFTY50,2025-10-14 05:45:00+00:00,23599.28,23619.94,23577.47,23622.19,129163
NIFTY50,2025-10-14 05:50:00+00:00,23569.63,23605.39,23504.06,23594.57,108113
NIFTY50,2025-10-14 05:55:00+00:00,23571.88,23607.69,23556.04,23549.53,199304
NIFTY50,2025-10-14 06:00:00+00:00,23511.81,23617.35,23497.63,23476.42,50506
NIFTY50,2025-10-14 06:05:00+00:00,23486.45,23588.61,23456.12,23475.73,121001
NIFTY50,2025-10-14 06:10:00+00:00,23448.67,23496.06,23413.37,23519.01,147898
NIFTY50,2025-10-14 06:15:00+00:00,23478.0,23485.33,23422.68,23467.7,94006
NIFTY50,2025-10-14 06:20:00+00:00,23467.93,23496.26,23397.43,23466.04,188269
NIFTY50,2025-10-14 06:25:00+00:00,23467.62,23480.14,23369.03,23505.32,64965
NIFTY50,2025-10-14 06:30:00+00:00,23517.46,23602.56,23468.98,23508.43,175773
NIFTY50,2025-10-14 06:35:00+00:00,23557.77,23561.87,23555.86,23582.25,51069
NIFTY50,2025-10-14 06:40:00+00:00,23631.69,23645.89,23548.4,23629.1,169304
NIFTY50,2025-10-14 06:45:00+00:00,23674.54,23739.3,23657.58,23682.26,178445
NIFTY50,2025-10-14 06:50:00+00:00,23665.13,23673.09,23610.61,23620.34,96444
NIFTY50,2025-10-14 06:55:00+00:00,23617.87,23626.38,23534.11,23604.6,112480
NIFTY50,2025-10-14 07:00:00+00:00,23654.81,23662.74,23650.29,23647.53,171214
NIFTY50,2025-10-14 07:05:00+00:00,23603.18,23625.82,23529.58,23564.83,62167
NIFTY50,2025-10-14 07:10:00+00:00,23581.79,23654.07,23488.22,23582.65,129693
NIFTY50,2025-10-14 07:15:00+00:00,23619.12,23685.08,23579.87,23628.89,87964
NIFTY50,2025-10-14 07:20:00+00:00,23650.01,23666.07,23630.96,23615.38,52409
NIFTY50,2025-10-14 07:25:00+00:00,23615.0,23623.23,23504.52,23647.42,78069
NIFTY50,2025-10-14 07:30:00+00:00,23582.77,23635.13,23578.7,23613.38,75907
NIFTY50,2025-10-14 07:35:00+00:00,23545.41,23547.23,23534.16,23561.08,141500
NIFTY50,2025-10-14 07:40:00+00:00,23548.54,23567.5,23540.09,23540.56,170952
NIFTY50,2025-10-14 07:45:00+00:00,23505.72,23548.11,23497.89,23477.98,72508
NIFTY50,2025-10-14 07:50:00+00:00,23503.77,23541.65,23491.23,23507.93,111544
NIFTY50,2025-10-14 07:55:00+00:00,23418.06,23451.38,23376.0,23414.41,53596
NIFTY50,2025-10-14 08:00:00+00:00,23412.09,23416.7,23363.68,23415.22,73747
NIFTY50,2025-10-14 08:05:00+00:00,23419.56,23441.33,23391.3,23448.46,109267
NIFTY50,2025-10-14 08:10:00+00:00,23399.57,23429.04,23360.9,23411.25,195702
NIFTY50,2025-10-14 08:15:00+00:00,23405.9,23429.04,23385.79,23390.36,177001
NIFTY50,2025-10-14 08:20:00+00:00,23396.25,23448.06,23342.75,23410.4,67017
NIFTY50,2025-10-14 08:25:00+00:00,23323.16,23341.78,23313.71,23304.0,175357
NIFTY50,2025-10-14 08:30:00+00:00,23342.27,23360.56,23281.28,23326.15,80864
NIFTY50,2025-10-14 08:35:00+00:00,23285.58,23310.99,23249.07,23293.39,97122
NIFTY50,2025-10-14 08:40:00+00:00,23298.27,23380.57,23242.34,23304.26,104139
NIFTY50,2025-10-14 08:45:00+00:00,23322.9,23353.95,23315.57,23331.41,196622
NIFTY50,2025-10-14 08:50:00+00:00,23343.35,23343.38,23333.46,23339.73,95620
NIFTY50,2025-10-14 08:55:00+00:00,23327.82,23354.84,23260.15,23321.1,176065
NIFTY50,2025-10-14 09:00:00+00:00,23382.93,23401.06,23253.92,23427.27,64217
NIFTY50,2025-10-14 09:05:00+00:00,23313.07,23327.19,23290.52,23294.47,137899
NIFTY50,2025-10-14 09:10:00+00:00,23271.19,23303.13,23255.69,23273.23,68057
NIFTY50,2025-10-14 09:15:00+00:00,23253.49,23266.54,23140.28,23283.51,185320
NIFTY50,2025-10-14 09:20:00+00:00,23203.94,23282.81,23176.94,23215.32,163651
NIFTY50,2025-10-14 09:25:00+00:00,23187.04,23219.67,23180.65,23199.09,187121
NIFTY50,2025-10-14 09:30:00+00:00,23118.77,23218.59,23104.82,23153.75,99537
NIFTY50,2025-10-14 09:35:00+00:00,23102.69,23172.98,23078.29,23108.16,110644
NIFTY50,2025-10-14 09:40:00+00:00,23088.57,23142.07,23012.82,23121.16,137820
NIFTY50,2025-10-14 09:45:00+00:00,23096.75,23177.08,23061.2,23124.49,199321
NIFTY50,2025-10-14 09:50:00+00:00,23112.8,23138.99,23110.09,23136.35,184065
NIFTY50,2025-10-14 09:55:00+00:00,23232.29,23255.02,23208.8,23208.12,106079
NIFTY50,2025-10-14 10:00:00+00:00,23250.16,23292.85,23215.15,23245.88,58321
NIFTY50,2025-10-15 03:45:00+00:00,23207.1,23213.25,23177.65,23210.87,125970
NIFTY50,2025-10-15 03:50:00+00:00,23149.93,23225.48,23140.06,23167.24,158080
NIFTY50,2025-10-15 03:55:00+00:00,23051.42,23107.01,23021.58,23049.4,155896
NIFTY50,2025-10-15 04:00:00+00:00,23092.82,23169.53,23089.62,23112.64,171207
NIFTY50,2025-10-15 04:05:00+00:00,23107.09,23181.51,23091.64,23128.78,191478
NIFTY50,2025-10-15 04:10:00+00:00,23033.2,23044.87,23020.77,22998.07,191011
NIFTY50,2025-10-15 04:15:00+00:00,23071.64,23088.84,23060.17,23084.81,74367
NIFTY50,2025-10-15 04:20:00+00:00,23104.66,23125.15,23059.21,23103.91,100823
NIFTY50,2025-10-15 04:25:00+00:00,23067.57,23086.76,23049.05,23082.55,127130
NIFTY50,2025-10-15 04:30:00+00:00,23132.82,23140.0,23104.21,23100.78,177774
NIFTY50,2025-10-15 04:35:00+00:00,23102.25,23109.73,23064.34,23126.78,88429
NIFTY50,2025-10-15 04:40:00+00:00,23085.67,23101.59,23069.01,23101.18,85990
NIFTY50,2025-10-15 04:45:00+00:00,23059.12,23084.84,23025.81,23064.27,166016
NIFTY50,2025-10-15 04:50:00+00:00,23068.06,23109.86,22937.8,23063.46,158579
NIFTY50,2025-10-15 04:55:00+00:00,23085.74,23144.63,23061.52,23139.88,76213
NIFTY50,2025-10-15 05:00:00+00:00,23041.18,23122.73,22999.6,23041.16,147434
NIFTY50,2025-10-15 05:05:00+00:00,23050.68,23087.66,23001.25,23060.58,164211
NIFTY50,2025-10-15 05:10:00+00:00,23095.75,23196.0,23033.8,23032.05,61188
NIFTY50,2025-10-15 05:15:00+00:00,23057.69,23078.32,22999.65,23027.26,197453
NIFTY50,2025-10-15 05:20:00+00:00,23061.39,23144.7,23012.28,23048.35,153185
NIFTY50,2025-10-15 05:25:00+00:00,22983.96,23001.52,22966.63,23001.36,110969
NIFTY50,2025-10-15 05:30:00+00:00,22932.51,23031.73,22927.09,22933.52,142369
NIFTY50,2025-10-15 05:35:00+00:00,22934.97,22971.48,22933.6,22956.28,143698
NIFTY50,2025-10-15 05:40:00+00:00,22963.85,22998.56,22872.69,22951.32,175161
NIFTY50,2025-10-15 05:45:00+00:00,22998.47,23086.62,22992.22,22979.53,102302
NIFTY50,2025-10-15 05:50:00+00:00,23043.28,23068.21,23020.96,23043.83,191480
NIFTY50,2025-10-15 05:55:00+00:00,23101.05,23149.35,22991.89,23118.33,173137
NIFTY50,2025-10-15 06:00:00+00:00,23082.34,23129.88,23047.73,23074.0,89532
NIFTY50,2025-10-15 06:05:00+00:00,23112.08,23117.55,23052.27,23160.03,150050
NIFTY50,2025-10-15 06:10:00+00:00,23093.43,23105.83,22979.74,23081.01,140685
NIFTY50,2025-10-15 06:15:00+00:00,23052.63,23059.62,22978.14,23014.28,137186
NIFTY50,2025-10-15 06:20:00+00:00,23045.09,23052.92,23026.17,23047.07,95047
NIFTY50,2025-10-15 06:25:00+00:00,23043.16,23112.75,22938.59,23053.32,193496
NIFTY50,2025-10-15 06:30:00+00:00,23014.28,23029.06,22988.07,23028.09,71023
NIFTY50,2025-10-15 06:35:00+00:00,23017.65,23057.74,23009.64,23020.68,52320
NIFTY50,2025-10-15 06:40:00+00:00,23065.69,23072.84,23023.15,23056.22,53119
NIFTY50,2025-10-15 06:45:00+00:00,23055.98,23118.91,23031.14,23075.02,181098
NIFTY50,2025-10-15 06:50:00+00:00,23056.81,23071.25,23045.4,23043.46,184164
NIFTY50,2025-10-15 06:55:00+00:00,23037.16,23087.43,23023.74,23041.34,170528
NIFTY50,2025-10-15 07:00:00+00:00,23007.4,23029.22,22990.61,23005.61,77789
NIFTY50,2025-10-15 07:05:00+00:00,22925.3,22971.79,22876.86,22913.18,155495
NIFTY50,2025-10-15 07:10:00+00:00,22966.85,23058.59,22914.74,22967.97,91931
NIFTY50,2025-10-15 07:15:00+00:00,22992.15,22992.9,22962.86,22970.79,71354
NIFTY50,2025-10-15 07:20:00+00:00,22942.47,23006.28,22913.04,22936.74,107154
NIFTY50,2025-10-15 07:25:00+00:00,22936.47,22976.33,22887.61,22945.39,115359
NIFTY50,2025-10-15 07:30:00+00:00,22958.54,22965.11,22948.14,22986.64,174746
NIFTY50,2025-10-15 07:35:00+00:00,22966.96,23076.62,22948.58,22951.59,165593
NIFTY50,2025-10-15 07:40:00+00:00,22941.42,23044.58,22834.2,22994.69,181779
NIFTY50,2025-10-15 07:45:00+00:00,23008.49,23054.26,22975.54,23071.23,110736
NIFTY50,2025-10-15 07:50:00+00:00,23046.98,23062.76,23002.37,23035.21,97133
NIFTY50,2025-10-15 07:55:00+00:00,23152.63,23166.47,23063.36,23144.1,79155
NIFTY50,2025-10-15 08:00:00+00:00,23180.63,23215.23,23160.3,23176.5,157487
NIFTY50,2025-10-15 08:05:00+00:00,23257.74,23297.03,23228.48,23268.16,171083
NIFTY50,2025-10-15 08:10:00+00:00,23300.47,23315.26,23233.03,23293.71,84342
NIFTY50,2025-10-15 08:15:00+00:00,23295.63,23371.67,23290.16,23302.81,67016
NIFTY50,2025-10-15 08:20:00+00:00,23341.54,23349.03,23266.96,23317.55,181671
NIFTY50,2025-10-15 08:25:00+00:00,23352.6,23355.13,23303.59,23366.07,66038
NIFTY50,2025-10-15 08:30:00+00:00,23363.65,23446.6,23303.45,23394.69,118510
NIFTY50,2025-10-15 08:35:00+00:00,23373.86,23374.81,23340.13,23362.77,151914
NIFTY50,2025-10-15 08:40:00+00:00,23339.79,23374.17,23328.62,23334.93,147364
NIFTY50,2025-10-15 08:45:00+00:00,23355.9,23494.53,23344.79,23415.75,181670
NIFTY50,2025-10-15 08:50:00+00:00,23261.48,23271.84,23235.1,23259.99,178685
NIFTY50,2025-10-15 08:55:00+00:00,23279.84,23318.29,23272.1,23296.56,198406
NIFTY50,2025-10-15 09:00:00+00:00,23201.68,23212.1,23191.55,23185.22,135996
NIFTY50,2025-10-15 09:05:00+00:00,23138.49,23147.44,23099.65,23151.12,96879
NIFTY50,2025-10-15 09:10:00+00:00,23141.48,23164.02,23053.39,23144.18,120708
NIFTY50,2025-10-15 09:15:00+00:00,23184.66,23195.15,23167.17,23186.15,65346
NIFTY50,2025-10-15 09:20:00+00:00,23197.52,23231.72,23179.77,23205.73,99674
NIFTY50,2025-10-15 09:25:00+00:00,23232.98,23234.83,23202.32,23276.48,73167
NIFTY50,2025-10-15 09:30:00+00:00,23223.7,23229.34,23213.29,23196.16,193292
NIFTY50,2025-10-15 09:35:00+00:00,23232.6,23263.75,23214.25,23247.56,122270
NIFTY50,2025-10-15 09:40:00+00:00,23169.3,23276.08,23148.49,23139.32,164474
NIFTY50,2025-10-15 09:45:00+00:00,23140.09,23158.65,23130.3,23152.59,199723
NIFTY50,2025-10-15 09:50:00+00:00,23142.66,23148.74,23111.98,23159.94,86897
NIFTY50,2025-10-15 09:55:00+00:00,23162.03,23212.63,23143.36,23153.5,89551
NIFTY50,2025-10-15 10:00:00+00:00,23168.87,23244.32,23132.18,23122.42,106353
NIFTY50,2025-10-16 03:45:00+00:00,23157.92,23203.93,23103.03,23150.65,81383
NIFTY50,2025-10-16 03:50:00+00:00,23135.07,23188.86,23077.08,23101.0,96049
NIFTY50,2025-10-16 03:55:00+00:00,23071.81,23112.78,23011.51,23081.21,141485
NIFTY50,2025-10-16 04:00:00+00:00,23036.2,23048.62,23003.18,23025.44,59089
NIFTY50,2025-10-16 04:05:00+00:00,23107.75,23134.72,23096.1,23111.84,161020
NIFTY50,2025-10-16 04:10:00+00:00,23149.02,23186.51,23140.03,23138.44,70565
NIFTY50,2025-10-16 04:15:00+00:00,23080.09,23108.14,23036.69,23048.91,185842
NIFTY50,2025-10-16 04:20:00+00:00,23048.39,23104.67,23032.45,23054.96,128918
NIFTY50,2025-10-16 04:25:00+00:00,23103.5,23215.08,23089.43,23142.25,51711
NIFTY50,2025-10-16 04:30:00+00:00,23052.25,23101.76,23028.89,23060.03,166781
NIFTY50,2025-10-16 04:35:00+00:00,23105.95,23121.82,23093.42,23069.47,137963
NIFTY50,2025-10-16 04:40:00+00:00,23011.48,23024.03,22930.64,23012.75,50550
NIFTY50,2025-10-16 04:45:00+00:00,22943.43,23034.05,22908.94,22909.04,178338
NIFTY50,2025-10-16 04:50:00+00:00,22897.46,22905.18,22869.78,22899.33,108886
NIFTY50,2025-10-16 04:55:00+00:00,22881.9,22896.57,22844.16,22911.84,132791
NIFTY50,2025-10-16 05:00:00+00:00,22853.68,22905.65,22851.5,22901.48,145561
NIFTY50,2025-10-16 05:05:00+00:00,22863.09,22887.43,22850.65,22846.4,175693
NIFTY50,2025-10-16 05:10:00+00:00,22936.29,22967.08,22888.72,22938.73,198274
NIFTY50,2025-10-16 05:15:00+00:00,22986.62,23033.31,22949.02,22973.74,116697
NIFTY50,2025-10-16 05:20:00+00:00,22955.81,23013.6,22914.61,22964.61,166369
NIFTY50,2025-10-16 05:25:00+00:00,22868.04,22872.74,22865.12,22907.09,133345
NIFTY50,2025-10-16 05:30:00+00:00,22900.22,22917.92,22887.43,22911.3,148066
NIFTY50,2025-10-16 05:35:00+00:00,22900.65,22907.19,22841.06,22932.76,137720
NIFTY50,2025-10-16 05:40:00+00:00,22905.14,22920.26,22843.51,22920.72,138679
NIFTY50,2025-10-16 05:45:00+00:00,22922.38,22957.53,22840.36,22931.07,99194
NIFTY50,2025-10-16 05:50:00+00:00,23004.98,23005.5,22983.98,23015.8,126751
NIFTY50,2025-10-16 05:55:00+00:00,23046.58,23157.94,22993.68,23047.06,74182
NIFTY50,2025-10-16 06:00:00+00:00,22968.36,23032.56,22959.82,22936.61,55484
NIFTY50,2025-10-16 06:05:00+00:00,22992.25,23034.71,22956.43,22992.17,92638
NIFTY50,2025-10-16 06:10:00+00:00,23023.72,23042.6,22978.3,23029.02,108229
NIFTY50,2025-10-16 06:15:00+00:00,23035.37,23054.39,23025.38,22997.88,74429
NIFTY50,2025-10-16 06:20:00+00:00,23032.48,23041.6,22945.37,22991.38,62219
NIFTY50,2025-10-16 06:25:00+00:00,23078.97,23106.28,23047.85,23112.14,108088
NIFTY50,2025-10-16 06:30:00+00:00,23004.73,23051.82,22978.44,23007.57,117292
NIFTY50,2025-10-16 06:35:00+00:00,22957.71,23032.71,22897.97,22937.07,190260
NIFTY50,2025-10-16 06:40:00+00:00,22964.7,23092.48,22938.56,22939.02,165247
NIFTY50,2025-10-16 06:45:00+00:00,22903.61,22914.34,22843.45,22927.85,192563
NIFTY50,2025-10-16 06:50:00+00:00,22917.72,22926.36,22750.78,22892.55,135072
NIFTY50,2025-10-16 06:55:00+00:00,22988.7,22998.09,22985.76,22936.43,154606
NIFTY50,2025-10-16 07:00:00+00:00,23018.97,23078.57,22969.18,23059.74,124778
NIFTY50,2025-10-16 07:05:00+00:00,22997.06,23014.83,22972.29,22977.73,123675
NIFTY50,2025-10-16 07:10:00+00:00,23023.98,23053.05,23006.19,23019.84,50442
NIFTY50,2025-10-16 07:15:00+00:00,22965.03,23042.19,22954.75,22951.92,59573
NIFTY50,2025-10-16 07:20:00+00:00,22963.31,23023.22,22935.79,22954.23,74792
NIFTY50,2025-10-16 07:25:00+00:00,22980.43,23118.48,22979.58,22969.18,196788
NIFTY50,2025-10-16 07:30:00+00:00,23009.92,23034.25,23001.48,23016.59,122861
NIFTY50,2025-10-16 07:35:00+00:00,23079.82,23113.21,23048.06,23061.87,103352
NIFTY50,2025-10-16 07:40:00+00:00,23087.98,23088.07,23048.11,23079.1,114093
NIFTY50,2025-10-16 07:45:00+00:00,23109.04,23161.26,23048.1,23107.85,118122
NIFTY50,2025-10-16 07:50:00+00:00,23099.89,23138.48,23031.59,23120.2,154304
NIFTY50,2025-10-16 07:55:00+00:00,23051.44,23069.3,23020.55,23043.77,141773
NIFTY50,2025-10-16 08:00:00+00:00,23016.39,23125.24,22994.12,23040.35,129518
NIFTY50,2025-10-16 08:05:00+00:00,23004.86,23021.42,23000.75,22996.92,114029
NIFTY50,2025-10-16 08:10:00+00:00,22989.81,23006.71,22979.48,23039.63,158535
NIFTY50,2025-10-16 08:15:00+00:00,22956.51,22998.79,22955.37,22922.32,63805
NIFTY50,2025-10-16 08:20:00+00:00,22923.74,22924.91,22896.24,22926.12,123167
NIFTY50,2025-10-16 08:25:00+00:00,22824.03,22836.86,22754.18,22820.01,96656
NIFTY50,2025-10-16 08:30:00+00:00,22833.12,22839.74,22810.63,22828.68,93814
NIFTY50,2025-10-16 08:35:00+00:00,22832.06,22871.85,22749.68,22819.55,145154
NIFTY50,2025-10-16 08:40:00+00:00,22953.26,22996.53,22946.9,22962.22,193732
NIFTY50,2025-10-16 08:45:00+00:00,23007.59,23033.88,22999.91,22983.08,117902
NIFTY50,2025-10-16 08:50:00+00:00,23071.84,23080.47,22987.52,23052.98,184249
NIFTY50,2025-10-16 08:55:00+00:00,23098.75,23126.61,23087.88,23089.78,107542
NIFTY50,2025-10-16 09:00:00+00:00,23097.24,23122.1,23015.18,23110.36,199237
NIFTY50,2025-10-16 09:05:00+00:00,23197.9,23270.47,23194.29,23161.6,143669
NIFTY50,2025-10-16 09:10:00+00:00,23203.03,23308.47,23154.29,23237.11,142700
NIFTY50,2025-10-16 09:15:00+00:00,23234.93,23271.23,23191.88,23285.29,198209
NIFTY50,2025-10-16 09:20:00+00:00,23221.85,23245.53,23128.18,23251.64,142493
NIFTY50,2025-10-16 09:25:00+00:00,23237.15,23266.44,23216.51,23247.55,80037
